UserID,MovieID,Pred_rating
1,1405,2.03900043998
1,2193,2.20877269671
1,2968,2.57615918619
1,1172,3.26726130955
2,616,3.40751956388
2,319,3.91691806012
2,372,3.00205737901
2,370,2.99547265556
2,314,3.10069632926
2,371,3.19323384959
2,144,3.27015692652
2,550,2.22582461442
2,248,3.09708000344
2,720,3.94323384959
2,537,0.161751187847
2,52,1.40079180409
2,661,3.57530932129
2,382,3.04849700749
2,485,2.83002630242
2,405,2.25573384959
3,84236,4.02501919531
3,1721,3.35733626848
3,736,3.27501919531
3,1197,4.23360815237
3,8636,3.65001919531
3,44191,4.03871782545
3,377,3.59168586198
3,2716,3.78692395722
3,5349,3.54740725501
3,592,3.42297837898
3,595,3.77501919531
4,2087,4.43600990738
4,2124,4.56661895367
4,3034,5
4,2081,4.4839181395
4,610,4.1529158085
4,1032,4.41667585798
4,1282,4.56224346002
4,185,3.90737213649
4,435,3.26806732365
4,3263,4.18374130484
4,1033,4.32824048383
4,2094,4.07005596002
4,4006,4.52164540869
4,2033,5
4,1334,5
4,616,4.2687166743
4,2454,5
4,588,4.47884956467
4,2102,5
4,1967,4.42943096002
4,1372,4.07038840683
4,440,4.36554207113
4,589,4.81076007394
4,1580,4.46758885475
4,1858,5
4,2096,4.50443096002
4,442,3.77285201265
4,2141,4.1698155754
4,596,5
4,1022,4.36806732365
4,356,4.85868315943
4,410,3.95511589152
4,357,4.48885718952
4,594,4.466402791
4,1028,4.61853352412
4,919,4.76169591728
4,3108,4.43956609515
4,2078,5
4,3255,4.25179938107
4,364,4.58193096002
4,2085,4.1824797405
5,39,3.91639174433
5,2770,3.43501919531
5,1544,3.25445144582
5,30749,5
5,4025,3.15884457452
5,3,3.52740869348
5,6373,3.46639174433
5,8376,3.49972507766
5,788,3.44727409727
5,5995,4.49753928531
5,4718,3.23818661613
5,33679,3.46843256066
5,1485,3.5565325894
5,5266,4.13581854965
5,1247,4.48998724995
5,4447,3.35575344646
5,104,3.65894493582
5,1777,3.60210603004
5,1997,4.09295424433
5,4018,3.49139174433
6,2072,2.77038695964
6,2528,3.02132680927
6,3300,2.98698614992
6,4975,2.73126889421
6,1687,2.67013633307
6,2019,3.99553315847
6,4641,3.38442204736
6,2723,2.8288664918
6,173,2.28204109498
7,380,3.43745235039
7,1373,2.70230083524
7,1240,3.88116159473
7,1372,3.18825828205
7,1198,4.11548265342
7,1375,3.23711565005
7,1374,3.67230083524
7,377,3.48896750191
7,1371,2.9754923246
7,589,3.92862994916
7,1408,3.53857990501
7,1036,3.78653924584
7,480,3.6285052148
7,316,3.29126635248
7,260,4.14395031978
7,1129,3.23480083524
7,1376,3.42230083524
7,1275,3.35087226381
8,8873,3.99584797775
8,8874,4.1941996261
8,2791,4.14352577166
8,1961,4.2891576093
8,1219,4.57601780792
8,5650,4.33407286551
8,42007,3.87715780949
8,2918,4.33028985167
8,1704,4.46289844321
8,2329,4.34613554066
8,1225,4.47777105468
8,2804,4.36943772134
8,43556,3.82277105468
8,44004,3.44797261696
8,33166,4.32277105468
8,1258,4.35247402497
8,43871,4.45850190552
8,1358,4.20913469104
8,40583,4.01027105468
8,3996,4.17803421257
8,32,4.24624044243
8,2028,4.26779723269
8,110,4.26794649327
8,40819,4.20372343563
9,2391,3.97001181601
9,2857,3.9976615856
9,2125,3.96194729989
9,1721,3.54426437306
9,2539,3.4570453391
9,2427,3.55916952211
9,2490,3.77444729989
9,1177,3.98117806912
9,2140,3.89051872846
10,3019,3.98537725158
10,592,3.55000310192
10,1240,4.11090467774
10,2410,3.22347248967
10,1101,3.47636824257
10,1220,4.04566093952
10,1291,4.16905072096
10,1210,4.21195175234
10,2406,3.73665930286
10,1127,3.76471997458
11,26614,4.49687757429
11,5669,4.4491322162
11,778,4.67646814501
11,923,4.73533911275
11,50,4.90598587892
11,1408,4.15529633949
11,2762,4.55347382778
11,1027,3.64897547639
12,736,2.46049010499
12,737,1.57715677165
12,2460,2.61049010499
12,2668,1.15850625986
12,673,1.89049010499
12,3773,0
12,253,2.60649010499
12,3770,1.05228630907
12,3324,0
12,3146,1.71049010499
12,1032,2.82273500295
12,3176,2.71049010499
12,3780,1.21049010499
13,47,4.23650063384
13,64614,4.03500809653
13,4993,4.3841747632
13,4886,4.08629014781
13,527,4.50495345172
13,58559,4.43721195328
13,296,4.4578476027
13,587,3.52707158859
13,1265,4.04106870259
13,919,4.15893972046
13,2571,4.3850724466
14,3114,3.25039174433
14,3157,2.4804658184
14,2394,2.92067745862
14,2724,2.21750285544
15,53322,2.31815645021
15,2269,1.77815645021
15,103249,0
15,137337,0.878070680859
15,66596,0.578156450213
15,6188,0
15,71462,1.0179778952
15,106782,0.506493797905
15,67087,0.34086859997
15,3552,0
15,132796,0.605301900686
15,122882,0.315188129541
15,6059,0
15,1183,2.67950780156
15,130490,0
15,112940,0
15,36529,0.212155200721
15,112183,0
15,86833,2.27876354014
15,127136,0
15,520,2.13969491175
15,117529,2.71354083353
15,102903,0
15,88125,1.20775097753
15,8264,1.82137038839
15,65802,0
15,5000,2.57815645021
15,2976,0
15,110730,0
15,118696,0
15,152079,0.578156450213
15,70862,0
15,148626,2.41974963437
15,45672,0.0553428330549
15,130634,0
15,119141,0.246209314631
15,112138,0
15,134393,1.94612499288
15,2387,2.37907140092
15,45728,0
15,3707,1.47845354812
15,115502,2.57815645021
15,122920,0.723095238422
15,2718,0.769280875038
15,161155,0
15,112556,2.91174081367
15,122892,0.863041281894
15,139644,0.67661766894
15,139757,1.49123868205
15,5308,0
15,45720,0
15,1283,1.18759481627
15,6773,0.83721668554
15,53464,0
15,5364,1.43512659659
15,102123,0.0512501740249
15,104272,2.07815645021
15,146656,1.36701651838
15,112370,0
15,137857,1.03479357674
15,109673,0
15,8531,0
15,6885,0.0781564502126
15,110771,1.07815645021
15,3146,0.12784010538
15,34150,0
15,4007,0
15,156609,1.44019310487
15,40583,0.704185453578
15,157667,0.578156450213
15,157200,0.578156450213
15,30825,0
15,45722,0.0794497365117
15,54001,0
15,6944,1.7757083885
15,6586,1.12422816394
15,26587,3.97347215358
15,56775,0
15,101362,1.34551675531
15,159972,0
15,56174,0
15,121171,2.07815645021
15,103372,0
15,142488,1.89608902109
15,160567,3.07815645021
15,7346,0.563277815881
15,3728,1.04740350465
15,100083,0
15,2568,0
15,120466,0
15,160080,0.0781564502126
15,2717,0.377688569062
15,6879,0.652130890182
15,129937,0
15,112552,0.45773703712
15,49286,0
15,2406,2.66277183483
15,4958,0
15,134368,3.0389151475
15,6037,2.07815645021
15,111364,2.32087935816
15,2539,0.385996162591
15,66203,0
15,96737,0.102902316054
15,71282,0
15,87869,0
15,1689,1.48890247622
15,140110,0.652722710938
15,80862,0.34361632444
15,3476,1.78985528139
15,4388,0.146189019308
15,160271,1.57815645021
15,159858,1.95464519313
15,110127,0
15,112788,0
15,101864,0.751550145368
15,122890,1.25587463521
15,116897,1.40724726778
15,7444,0
15,8917,2.50315645021
15,111443,2.44994177219
15,1289,1.49217331216
15,157296,0
15,83827,3.07815645021
15,89470,0
15,115569,3.06719114316
15,6155,0
15,87485,0
15,109687,1.57815645021
15,45447,0
15,97913,0
15,160563,0.00793359967016
15,102880,0
15,76077,0.0057362464578
15,48043,0
15,69436,0
15,109848,1.13203436322
15,103810,0
15,5171,0
15,122900,0.496239084368
15,87222,1.21258799422
15,135567,0
15,111360,0
15,7325,0
15,135133,0
15,37741,0
15,82854,0
15,8781,0
15,152081,1.00615933545
15,3968,0.100351280793
15,120799,1.59182134293
15,5110,0
15,71838,1.212241587
15,54272,0.00591186148646
15,116797,0.589650868523
15,7034,3.20159130198
15,108188,0
15,139385,0
15,78209,0
15,112623,2.61145116921
15,5959,1.30490859889
15,86898,2.57815645021
15,111781,2.745992547
15,116161,0
15,122902,0
15,1385,0
15,44788,1.78869587845
15,1816,1.70746354897
15,139855,1.07815645021
15,156607,0
15,132961,2.07815645021
15,116799,0
15,47999,0
15,136562,0
15,111228,1.57815645021
15,108190,0.0711320787442
15,81834,3.00239887446
15,115149,1.99827302738
15,119145,0
15,60074,0
15,107348,0
15,2282,0
15,142507,2.07815645021
15,56782,0.437138085005
15,121231,3.07815645021
15,149406,1.32144621022
15,106916,0
15,131013,1.42133666916
15,429,1.63371200577
15,155820,0.0781564502126
15,159093,0
15,86911,0
15,149352,2.07815645021
15,68324,0.0781564502126
15,7010,1.20311093092
15,372,2.35014214072
15,55830,1.35798028649
15,2025,0.458230545707
15,108945,0
15,101112,0
15,98809,0.269136448199
15,95199,0
15,71535,0.0434911757083
15,2413,1.15166576693
15,46970,0
15,44004,0
15,113348,0
15,3484,0
15,6433,1.68277675956
15,109374,0.396163821389
15,109487,1.29157417075
15,107406,2.41594892109
15,44555,0
15,78574,2.10725089581
15,1836,0
15,93721,0
15,138036,0
15,112852,2.1409591153
15,71264,0
15,111622,2.91672294094
15,1752,1.44178715755
15,104241,0
15,149354,2.57815645021
15,4914,2.40593439735
15,140174,2.85626851574
15,113378,0
15,99112,2.09203217526
15,132046,0
15,1895,0
15,116823,0
15,97938,1.21188113202
15,140711,0
15,913,3.46525322441
15,130452,0.0353207334078
15,145839,0.0781564502126
15,3316,0
15,132480,2.07815645021
15,64957,0.064218156953
15,98154,0
15,113345,0
15,152057,0
15,1754,0
15,7445,0
15,5291,2.70009544971
15,140928,0
15,115617,0.271815023321
15,1792,0
15,99114,1.63592135516
15,37386,1.61661798867
15,62434,2.34738721944
15,371,2.32815645021
15,135436,0.42668359967
15,1100,0.155808092288
15,135569,1.97737429613
15,5346,0.490089446803
15,115713,0.598287568263
15,4992,0
15,114180,0
15,105504,0.257372413345
15,40815,0
15,4823,0.279622704875
15,158528,2.57815645021
15,6157,0
15,92420,0
15,134853,3.11982311688
15,90870,0
15,113741,0
15,55442,1.30374375733
15,79185,0.543442261828
15,84374,0.661493469895
15,1502,0
15,7451,1.09020410543
15,134130,0
15,110102,1.57764731273
15,6754,0
15,4642,0.650375288629
15,30812,0
15,5816,2.73865027737
15,108689,0
15,3285,0.0685609307483
15,8464,1.45530713434
15,110553,0
15,6287,0
15,3755,0
15,52604,0
15,80126,0
15,99007,0
15,106072,0
15,64839,0
15,87930,1.07815645021
15,159690,1.07815645021
15,109187,0
15,50851,1.73892978317
15,55247,0.657930138862
15,98122,0
15,111362,0.523055811437
15,69524,2.03010163546
15,103253,0
15,1862,0
15,3577,0.540005013926
15,104211,2.22737429613
15,107910,3.57815645021
15,140267,3.03151194453
15,59126,1.20759067038
15,86882,0
15,106920,1.15780895795
15,160565,1.07815645021
15,4019,1.05505134596
15,45517,0
15,122886,0
15,108932,0.607268050193
15,128360,0.985550137492
15,136020,0.930983750946
15,100581,0
15,112171,0
15,5620,0
15,117533,2.66269195093
15,159755,0.0781564502126
15,102125,0
15,143385,0.951638199422
15,158238,1.11802019351
15,122904,0
15,100383,0.0837222147429
15,79242,1.04710590218
15,114635,3.07815645021
15,136864,1.11346539839
15,7173,0
15,108729,0
15,57368,0.67338936706
15,122924,0
15,6283,0.207472576446
15,2334,0.763327066911
15,56563,2.52119276176
15,5296,0
15,111759,1.67323751703
15,130576,1.07815645021
15,152077,0.971229504395
15,117176,0.310565140539
15,145935,1.50793359967
15,5299,0
16,50,4.94772816567
16,527,4.88036008803
16,1961,4.54346795412
16,4995,4.52883578547
16,6016,4.87418284878
16,318,5
17,5316,2.70631636632
17,8644,2.73846486869
17,2232,5
17,2117,3.31732828726
17,27788,4.56065769121
17,33004,4.00202477227
17,7068,5
17,6790,4.58761236289
17,6530,5
17,2204,5
17,6281,3.61090768294
17,6059,3.27162196865
17,4645,4.70019339722
17,5949,5
17,6975,5
17,7771,5
17,6584,4.01786494061
17,6197,5
17,7445,3.59149774505
17,1298,5
17,4975,3.9111063612
17,2110,3.56686006389
17,4725,4.70019339722
17,33683,1.32493397788
17,2726,5
17,6666,5
17,7163,2.00110223979
17,1218,5
17,5388,3.52711647415
17,7827,3.99521397198
17,5254,3.04110248813
17,1570,2.70019339722
17,8928,1.96742524292
17,3018,5
17,6140,4.86796100568
17,1077,4.2514754485
17,2159,3.32519339722
17,3267,3.77162196865
17,5105,5
17,714,5
17,7991,3.12615380541
17,1240,4.15905415672
17,6214,3.42281940591
17,6323,3.8088890494
17,5054,5
17,6322,2.95679864666
17,4210,3.50019339722
17,27604,3.35404406061
17,8195,4.68627177899
17,2707,3.71408228611
17,931,5
17,5072,2.68850632108
17,5266,3.41686006389
17,6979,3.82140551843
17,8865,2.9274661245
17,7123,5
17,33615,3.48590768294
17,8477,5
17,5903,3.92876482579
17,4552,5
17,260,4.42184288176
17,2677,4.04634724338
17,8781,3.20019339722
17,7371,5
17,6538,5
17,5630,4.96604656364
17,7003,3.49955795199
17,482,3.75527554626
17,34048,5
17,31952,5
17,7044,2.47983694977
17,1674,4.24483625437
17,5686,3.96558102839
18,85,3.75418586198
18,81,2.94168586198
18,880,2.07168586198
18,640,1.23663140309
18,849,2.38811443341
18,765,1.49842288333
18,785,3.02501919531
18,92,1.53450299698
18,818,1.17602534249
18,86,3.45639174433
18,748,3.63138248534
19,1388,2.72481272763
19,450,0
19,231,3.10143019781
19,1334,3.26718531276
19,509,3.74067070414
19,674,2.68114689462
19,429,2.5462262597
19,64,1.16555346837
19,261,3.70635697865
19,1336,2.78494749194
19,344,2.86209927557
19,454,3.46339797687
19,595,3.74067070414
19,179,2.76746526585
19,316,3.35963622138
19,580,2.68202750369
19,982,4.08094117547
19,122,3.04330228309
19,1088,3.34916127018
19,513,2.45947780243
19,1091,2.11148424911
19,153,2.77361644058
19,597,3.35121492183
19,209,2.28345596046
19,318,4.47780896781
19,293,4.06264040111
19,379,2.1494325119
19,208,2.74288309352
19,349,3.77762722588
19,292,3.29976161323
19,1371,5
19,266,3.476972074
19,1013,3.75284841307
19,407,1.97905386723
19,1373,2.21412489694
19,350,3.31924213271
19,491,3.27638498986
19,434,3.07557636452
19,519,1.85814004846
19,547,2.9149665958
19,465,4.81216421748
19,464,3.34020448367
19,48,2.91690021234
19,383,3.10605531953
19,1127,2.80601264446
19,520,3.05220916568
19,1377,3.07660820414
19,23,3.22007672289
19,1320,3.17248888596
19,160,2.33194054541
19,1126,2.59270714935
19,357,3.67509693365
19,966,3.99067070414
19,1022,3.55430706778
19,468,3.29370100717
19,1381,2.43803912519
19,249,3.36567070414
19,333,3.31067070414
19,1327,2.69558823918
19,276,0
19,110,3.93584614274
19,445,2.22898756733
19,166,2.5573359018
19,1382,1.29137057396
19,500,3.45799096558
19,3,3.15168765329
19,891,2.76750990986
19,196,2.79976161323
19,2,3.39253986302
19,337,3.7861252496
19,724,1.81432691714
19,364,3.76817070414
19,586,3.10307380492
19,1332,3.55638657241
19,339,3.43126476355
19,145,3.26974047158
19,367,3.06073439841
19,504,1.99440645083
19,423,2.3729195398
19,1389,1.63893555046
19,451,4.09904492393
19,1082,3.67817070414
19,479,2.83654749447
19,588,3.66508930879
19,172,0
20,1580,3.4103659656
20,64285,3.87096629244
20,2908,3.64493534359
20,1269,2.99982960348
20,2762,3.76534278589
20,3406,3.51671418865
20,2690,3.99720807086
20,1097,3.51595807086
20,500,3.2145283323
20,59784,3.55023837389
20,34,3.34855942221
20,1247,3.87080357648
20,6385,3.45175352541
20,497,3.73054140419
20,367,2.81727176513
20,231,2.85796756453
20,1293,3.72546894043
20,38038,3.49720807086
20,597,3.10775228855
20,54259,3.61677328825
21,1031,3.46256458384
21,1320,3.14438276565
21,1298,3.60839791717
21,1334,2.81867018404
21,948,3.99132174724
21,1388,2.7218238431
21,945,3.95454066961
21,1173,3.17309089963
21,1135,4.1195622727
21,1206,3.96256458384
21,393,1.00583753966
21,1088,3.32105514987
21,288,3.29901318197
21,1295,3.08021164266
21,1427,2.1557568642
21,1375,3.27737939865
21,1395,3.39113601241
21,952,3.31970744098
21,1091,2.59219421347
21,1127,3.57524064017
21,1373,2.74256458384
21,1372,3.22852203064
21,1371,3.0157560732
21,1124,3.56970744098
21,1350,3.32256458384
21,1370,3.25044337172
21,1246,3.74677511015
21,1327,2.08346661264
21,1346,3.15732123683
21,1345,3.63824025951
21,918,4.70252474533
21,379,3.22446934574
21,1380,3.44034236161
22,4370,2.6586644716
22,2672,2.81472507766
22,2605,0
22,5266,2.948058411
22,1215,3.54869943664
22,2616,2.36102137396
22,2402,2.26710603004
22,2617,3.01620187091
22,4015,2.39048265342
22,3868,3.60282031576
22,1693,3.39139174433
22,1097,3.50014174433
22,3033,3.3520813995
22,3826,1.91472507766
22,2712,3.35837587131
22,208,2.48360413371
22,1769,0.331505674639
22,1580,3.39454963907
22,163,3.2472647602
22,3527,3.29742948018
22,4239,3.21787823082
22,485,2.61818419716
22,3999,0.8216196089
22,4027,3.60639174433
22,2881,2.82441500014
22,31184,4.23139174433
22,2340,3.18177815745
22,3082,2.35350800115
22,5400,2.81962703845
22,593,3.86954963907
22,586,2.84379484511
22,6754,3.31114120701
22,2301,2.46950637126
22,3285,0
22,3438,1.65860001035
22,1263,3.59597507766
22,1917,2.77563953194
22,2288,3.65563416857
22,3977,2.4592398456
22,2011,3.21118972413
22,355,1.93651994946
22,2459,3.23139174433
22,2953,0
22,3697,1.23378394832
23,2952,3.81603286556
23,11,4.69709825462
23,1078,4.53549919439
23,1227,4.5145052658
23,2467,5
23,2746,3.42843081974
23,1263,4.00238751949
23,30793,3.19725826154
23,25805,4.50583887913
23,6214,5
